Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,12.1,12.26,0.0,30.06,0.0,0.15,40.8,0.0,14.09,0.0
Feb,1.63,3.67,19.32,0.15,0.0,0.0,0.0,0.0,4.64,9.5
Mar,3.88,4.27,12.41,0.0,2.48,0.0,7.05,2.5,21.29,0.0
Apr,5.33,8.06,0.0,12.48,7.53,10.58,9.77,10.05,7.35,11.7
May,12.19,14.3,26.58,9.72,4.98,0.0,5.17,6.95,0.0,11.7
Jun,143.29,138.67,77.96,114.48,114.25,48.98,127.47,120.26,79.52,158.7
Jul,313.14,308.72,110.56,320.11,351.37,335.63,379.44,355.39,347.07,354.2
Aug,307.19,366.82,126.07,231.61,299.32,336.6,338.59,301.5,346.76,360.3
Sep,226.23,209.53,62.15,131.16,195.9,166.0,182.29,196.72,181.67,148.4
Oct,38.22,42.23,32.06,6.99,7.36,37.75,13.92,10.4,45.32,0.0
Nov,4.34,8.54,0.0,0.59,3.01,8.7,0.0,0.0,10.61,0.0
Dec,0.82,5.88,11.72,3.02,4.97,17.83,3.52,8.14,4.23,0.3
